"CL_0692125",25,0,545,0,"CC","Yes","Safedriving_discount",39,"Female","Married",42700.5,35,"Y","No"
"CL_0536992",4,0,2292,0,"CH","No","Standard",96,"Male","Single",32005.6,25,"Y","No"
"CL_0177221",10,0,5309,0,"CC","No","Standard",59,"Male","Married",91427.2,75,"N","No"
"CL_0323923",7,18366,18453,0,"CH","Yes","Standard",82,"Female","Single",48841.4,35,"N","Yes"
"CL_0724813",20,23292,5565,0,"CH","No","Standard",25,"Male","Single",50290.7,50,"Y","No"
"CL_0431375",0,0,72,0,"CC","No","Standard",94,"Male","Married",35940.6,35,"N","No"
"CL_0354372",17,14262,9702,0,"CC","No","Standard",64,"Female","Married",43644.7,35,"Y","No"
"CL_0384645",30,0,880,0,"CH","No","Safedriving_discount",60,"Male","Single",93322.1,75,"Y","No"
"CL_0118305",26,0,7193,0,"CC","Yes","Safedriving_discount",55,"Male","Single",95489.4,75,"Y","Yes"
"CL_0858819",25,21993,5480,0,"CH","No","Safedriving_discount",55,"Male","Single",8392.14,14,"Y","No"
"CL_0287645",22,0,1696,0,"CC","Yes","Standard",74,"Male","Single",94582.3,75,"N","No"
"CL_0791117",23,0,1998,0,"Auto","Yes","Safedriving_discount",33,"Male","Single",59573,50,"N","No"
"CL_0616441",13,0,8810,0,"Auto","Yes","Safedriving_discount",87,"Male","Married",3624.7,14,"N","No"
"CL_0118768",16,0,3024,0,"CH","No","Standard",39,"Female","Married",89928.5,75,"N","No"
"CL_0472256",17,0,5915,0,"CC","No","Standard",85,"Female","Single",84100.4,75,"N","No"
"CL_0355137",25,0,2882,0,"CC","No","Standard",22,"Female","Single",27778.2,25,"N","Yes"
"CL_0791405",14,0,3828,0,"CH","Yes","Safedriving_discount",78,"Female","Single",54670.4,50,"Y","No"
"CL_0648693",11,0,1856,0,"Auto","No","Standard",59,"Male","Single",41624.7,35,"Y","No"
"CL_0537666",2,27561,4117,0,"CH","No","Safedriving_discount",48,"Female","Single",81420,75,"N","Yes"
"CL_0725035",19,0,1222,0,"CC","No","Safedriving_discount",34,"Male","Married",32657.7,25,"N","No"
"CL_0324346",21,19158,5939,0,"CC","No","Safedriving_discount",33,"Male","Married",60170.1,50,"N","No"
"CL_0177658",0,0,240,0,"CH","No","Standard",39,"Male","Married",72401.8,50,"N","No"
"CL_0693584",25,0,4183,0,"CC","No","Standard",60,"Female","Married",94329.6,75,"N","No"
"CL_0241856",25,3954,1516,0,"CC","Yes","Standard",61,"Male","Single",11890.1,14,"Y","No"
"CL_0858974",20,29694,10109,0,"CC","No","Safedriving_discount",66,"Female","Single",57122.2,50,"Y","Yes"
"CL_0577296",14,0,2693,0,"CH","Yes","Standard",28,"Female","Married",43448,35,"N","No"
"CL_0618182",2,0,5713,0,"Auto","Yes","Standard",39,"Female","Married",110.284,14,"N","No"
"CL_0288217",19,0,4290,1,"CC","No","Standard",65,"Female","Married",50290.7,50,"N","No"
"CL_0431905",1,5646,2187,0,"CH","Yes","Standard",39,"Male","Married",86770.4,75,"N","No"
"CL_0242791",26,0,2109,0,"CC","Yes","Standard",44,"Female","Single",82314.1,75,"Y","No"
"CL_0859528",13,0,5344,0,"CC","No","Standard",36,"Female","Single",35381.6,35,"N","No"
"CL_0119731",3,0,1007,0,"CC","Yes","Standard",72,"Female","Single",95182.1,75,"N","No"
"CL_0177793",0,0,277,0,"CC","Yes","Standard",55,"Male","Married",26340.7,25,"Y","No"
"CL_0791747",3,0,18097,0,"CC","No","Standard",54,"Female","Married",93476.6,75,"Y","No"
"CL_0384931",24,10227,18362,0,"Auto","No","Standard",44,"Male","Married",7700.73,14,"N","No"
"CL_0537779",12,0,7493,0,"CC","No","Standard",55,"Male","Married",7394.15,14,"N","No"
"CL_0472784",24,0,1373,0,"Auto","No","Standard",62,"Female","Single",49059.4,35,"N","No"
"CL_0578101",0,0,388,0,"Auto","Yes","Standard",59,"Male","Married",50290.7,50,"N","No"
"CL_0178198",6,0,3192,1,"CC","No","Safedriving_discount",47,"Male","Single",28891.2,25,"N","No"
"CL_0648868",0,0,393,0,"CC","No","Standard",88,"Male","Married",58807.5,50,"Y","No"
"CL_0693693",13,0,506,0,"CC","No","Standard",44,"Male","Married",1461.98,14,"N","No"
"CL_0000765",8,0,1957,0,"CC","No","Safedriving_discount",52,"Male","Single",15906,15,"Y","No"
"CL_0725516",15,0,9936,0,"Auto","No","Standard",27,"Female","Married",50290.7,50,"N","No"
"CL_0324377",0,0,98,0,"CC","Yes","Standard",22,"Male","Single",50290.7,50,"N","No"
"CL_0619137",10,26394,7262,0,"CC","No","Standard",69,"Male","Married",10250.1,14,"N","No"
"CL_0288905",21,0,817,0,"CC","No","Standard",93,"Female","Single",38248.3,35,"N","No"
"CL_0242928",9,18888,4785,0,"Auto","Yes","Standard",19,"Female","Married",20818.5,15,"N","Yes"
"CL_0792271",4,0,11463,1,"CH","No","Standard",81,"Male","Married",3193.6,14,"N","No"
"CL_0859596",0,0,121,0,"CC","No","Standard",20,"Male","Married",84629.3,75,"Y","No"
"CL_0120383",18,0,4745,0,"Auto","Yes","Standard",25,"Female","Married",4592.8,14,"N","Yes"
"CL_0178354",5,0,6084,0,"CH","No","Safedriving_discount",54,"Female","Married",4755.27,14,"N","No"
"CL_0243632",25,0,8198,0,"CH","Yes","Standard",44,"Male","Married",92285.4,75,"N","No"
"CL_0432331",20,0,7132,1,"CC","Yes","Safedriving_discount",81,"Male","Married",70052,50,"N","No"
"CL_0000832",30,2541,3843,0,"CC","No","Safedriving_discount",85,"Female","Single",91100.6,75,"N","No"
"CL_0860587",4,0,11426,0,"CH","Yes","Safedriving_discount",34,"Male","Married",16616.3,15,"N","No"
"CL_0538219",0,0,122,1,"CC","No","Standard",92,"Male","Single",51611.3,50,"N","No"
"CL_0120977",6,0,7256,0,"Auto","Yes","Standard",26,"Male","Married",57372.4,50,"Y","No"
"CL_0619149",0,0,374,1,"CC","No","Standard",46,"Female","Married",32811.6,25,"N","No"
"CL_0385144",8,0,8285,0,"CH","No","Standard",42,"Male","Single",74342.9,50,"N","No"
"CL_0792498",0,0,483,0,"CC","Yes","Standard",66,"Male","Married",91649.1,75,"N","No"
"CL_0726639",1,0,2377,0,"CC","Yes","Standard",85,"Female","Single",57933.1,50,"Y","No"
"CL_0579109",28,0,9110,0,"CC","Yes","Safedriving_discount",94,"Male","Single",42983.3,35,"N","No"
"CL_0002015",4,0,25719,0,"CC","No","Standard",45,"Male","Married",67085.4,50,"N","No"
"CL_0649119",10,14496,1389,0,"Auto","No","Safedriving_discount",55,"Male","Married",25080.6,25,"Y","No"
"CL_0178452",10,0,2511,0,"Auto","No","Standard",21,"Male","Married",78855.5,75,"N","No"
"CL_0693877",24,0,521,0,"CH","No","Standard",80,"Female","Married",95448.6,75,"Y","No"
"CL_0472844",18,0,1257,1,"CC","Yes","Standard",58,"Male","Married",29597.1,25,"N","No"
"CL_0290677",12,0,2356,0,"CC","No","Standard",52,"Female","Married",28255,25,"N","No"
"CL_0324517",27,0,21318,0,"CC","Yes","Standard",86,"Female","Married",78801.2,75,"N","No"
"CL_0243975",26,0,2670,0,"CH","Yes","Standard",94,"Female","Single",44927,35,"N","No"
"CL_0355230",23,0,9813,3,"CC","No","Safedriving_discount",18,"Female","Married",76137.8,75,"N","No"
"CL_0792559",17,5772,1021,0,"Auto","Yes","Safedriving_discount",44,"Male","Single",36824.5,35,"N","No"
"CL_0862130",12,0,583,0,"CC","No","Safedriving_discount",56,"Female","Married",77246.3,75,"N","No"
"CL_0002854",0,0,83,1,"Auto","No","Standard",75,"Male","Married",49561,35,"N","No"
"CL_0538427",25,27381,1280,0,"CC","Yes","Standard",71,"Male","Married",80844.5,75,"N","No"
"CL_0121624",17,14823,4992,1,"Auto","Yes","Standard",39,"Male","Married",47902,35,"N","No"
"CL_0386861",24,14748,5985,0,"CC","Yes","Standard",21,"Male","Married",64236.8,50,"N","Yes"
"CL_0619492",15,0,5228,1,"CC","No","Standard",44,"Female","Married",91008.7,75,"Y","No"
"CL_0432847",17,0,9597,0,"CC","No","Safedriving_discount",93,"Male","Married",20013.2,15,"Y","No"
"CL_0862610",18,17034,3128,0,"CC","Yes","Standard",56,"Female","Single",44143.1,35,"N","Yes"
"CL_0538711",20,23292,5565,0,"CH","No","Standard",25,"Male","Single",50290.7,50,"Y","No"
"CL_0244047",20,0,1825,0,"CH","No","Standard",48,"Male","Married",4581.11,14,"N","No"
"CL_0121964",9,0,847,0,"CC","Yes","Safedriving_discount",27,"Female","Single",86631.9,75,"N","No"
"CL_0355289",19,0,1529,0,"CC","Yes","Safedriving_discount",73,"Male","Married",87182.7,75,"Y","No"
"CL_0726886",19,0,4290,1,"CC","No","Standard",65,"Female","Married",50290.7,50,"N","No"
"CL_0002869",22,0,1264,0,"CC","Yes","Standard",48,"Female","Married",39598.7,35,"N","No"
"CL_0499390",27,0,3921,1,"CH","Yes","Standard",49,"Female","Married",62381.4,50,"N","No"
"CL_0292563",0,0,439,0,"CH","Yes","Standard",90,"Female","Married",5257.65,14,"N","No"
"CL_0649623",5,0,8461,0,"CC","Yes","Standard",76,"Female","Married",23536,15,"N","No"
"CL_0580518",11,0,4082,0,"CC","No","Standard",27,"Female","Single",4335.86,14,"N","Yes"
"CL_0619610",2,0,5051,0,"Auto","No","Standard",61,"Male","Married",30998.8,25,"N","No"
"CL_0473317",28,15597,4870,0,"CC","Yes","Safedriving_discount",25,"Female","Married",67339.8,50,"N","No"
"CL_0793440",7,0,779,0,"CC","Yes","Safedriving_discount",50,"Male","Married",63306.6,50,"Y","No"
"CL_0244207",12,0,2682,0,"CC","Yes","Standard",76,"Female","Single",91607.4,75,"N","No"
"CL_0326388",6,0,3250,1,"CC","Yes","Standard",53,"Female","Married",50290.7,50,"N","No"
"CL_0539800",0,0,54,0,"CH","Yes","Standard",66,"Female","Married",42898.2,35,"Y","No"
"CL_0179157",13,0,1881,0,"Auto","No","Standard",88,"Male","Single",68608,50,"N","No"
"CL_0862643",3,0,18097,0,"CC","No","Standard",54,"Female","Married",93476.6,75,"Y","No"
"CL_0003400",3,9903,7333,0,"Auto","No","Safedriving_discount",41,"Male","Single",48271.8,35,"N","Yes"
"CL_0920678",17,0,16398,0,"CH","Yes","Standard",77,"Male","Single",37331.2,35,"N","No"
"CL_0694083",0,0,5183,0,"CC","Yes","Standard",49,"Female","Married",11131.6,14,"Y","No"
"CL_0386893",0,0,16482,0,"CC","Yes","Standard",51,"Male","Married",32118.4,25,"N","No"
"CL_0862652",5,0,3000,0,"CC","Yes","Standard",90,"Male","Married",41416.8,35,"N","No"
"CL_0244534",17,0,3148,0,"CH","No","Standard",41,"Female","Married",63985,50,"Y","No"
"CL_0433304",16,0,2419,0,"CH","Yes","Standard",79,"Male","Married",8204.72,14,"N","No"
"CL_0005084",14,0,1882,0,"CC","No","Safedriving_discount",26,"Female","Single",76074.1,75,"Y","No"
"CL_0727487",6,0,1479,0,"CH","Yes","Standard",58,"Female","Married",4054.55,14,"Y","No"
"CL_0650435",27,0,5836,1,"CC","No","Standard",97,"Male","Married",51812.2,50,"N","Yes"
"CL_0473576",21,0,1044,0,"CC","No","Standard",31,"Female","Married",15865,15,"N","No"
"CL_0793907",19,0,5226,0,"CC","Yes","Standard",74,"Female","Single",18064.4,15,"Y","No"
"CL_0292736",11,0,1856,0,"Auto","No","Standard",59,"Male","Single",41624.7,35,"Y","No"
"CL_0244842",4,0,3291,1,"Auto","No","Safedriving_discount",83,"Female","Married",71000.5,50,"Y","No"
"CL_0920691",11,375,15989,0,"Auto","No","Safedriving_discount",40,"Female","Single",88943.9,75,"N","No"
"CL_0179278",3,0,5804,0,"CC","No","Standard",57,"Female","Married",35075,35,"N","No"
"CL_0122586",29,0,1404,0,"CC","No","Safedriving_discount",38,"Male","Married",84653.1,75,"Y","No"
"CL_0863052",15,0,12141,1,"Auto","Yes","Safedriving_discount",50,"Male","Married",96821.1,75,"N","No"
"CL_0695688",27,0,1549,0,"CC","Yes","Safedriving_discount",21,"Female","Married",23564.1,15,"N","Yes"
"CL_0005346",12,15399,8864,0,"Auto","No","Standard",73,"Male","Married",61438.2,50,"N","No"
"CL_0539886",6,13539,4264,0,"Auto","No","Standard",94,"Female","Married",83876.4,75,"Y","Yes"
"CL_0387754",25,0,3020,0,"CH","No","Standard",58,"Female","Married",32981.6,25,"Y","No"
"CL_0122646",22,0,6900,0,"CC","Yes","Standard",66,"Female","Single",80025.3,75,"Y","No"
"CL_0620428",11,0,1346,0,"CC","Yes","Standard",43,"Male","Single",77293,75,"N","No"
"CL_0863053",22,1731,1346,0,"Auto","No","Standard",94,"Male","Single",17540.7,15,"Y","No"
"CL_0794196",20,0,7132,1,"CC","Yes","Safedriving_discount",81,"Male","Married",70052,50,"N","No"
"CL_0500656",17,0,4016,0,"CC","No","Safedriving_discount",41,"Male","Married",45103.4,35,"N","No"
"CL_0581248",22,0,1361,0,"CC","No","Standard",26,"Male","Single",41340.6,35,"N","No"
"CL_0293113",0,0,225,0,"CH","No","Safedriving_discount",83,"Female","Single",91926,75,"N","No"
"CL_0355360",25,0,2137,0,"CC","No","Standard",33,"Male","Married",28746.8,25,"N","No"
"CL_0727836",13,0,877,0,"CH","Yes","Standard",55,"Female","Single",16938.5,15,"N","No"
"CL_0005677",23,2577,8883,0,"CC","Yes","Safedriving_discount",62,"Male","Married",127.237,14,"N","No"
"CL_0434275",22,20124,2700,0,"CC","No","Safedriving_discount",52,"Female","Single",88413.4,75,"Y","Yes"
"CL_0244867",0,0,480,0,"Auto","No","Safedriving_discount",74,"Male","Married",98538.2,75,"N","No"
"CL_0326721",23,16605,7296,0,"CC","No","Standard",32,"Female","Married",54430.2,50,"Y","Yes"
"CL_0473582",19,0,2737,0,"CC","Yes","Standard",97,"Female","Single",57347.6,50,"Y","No"
"CL_0539960",27,0,11579,0,"CC","No","Safedriving_discount",56,"Male","Single",42795.9,35,"Y","No"
"CL_0179879",0,0,480,0,"Auto","No","Safedriving_discount",74,"Male","Married",98538.2,75,"N","No"
"CL_0794756",5,0,1636,0,"CC","No","Standard",83,"Male","Single",78854.9,75,"N","Yes"
"CL_0920733",2,0,10973,0,"Auto","Yes","Standard",23,"Female","Married",43457.9,35,"N","No"
"CL_0005897",15,0,6390,0,"CC","Yes","Standard",56,"Male","Married",58641.2,50,"N","No"
"CL_0123175",30,0,5222,0,"Auto","Yes","Standard",68,"Male","Married",62061.8,50,"Y","No"
"CL_0863481",8,0,4613,0,"CC","No","Standard",97,"Male","Married",2902.34,14,"N","No"
"CL_0293240",0,0,263,0,"CC","No","Standard",75,"Male","Married",55272.7,50,"Y","No"
"CL_0695915",26,2439,8174,1,"CH","Yes","Safedriving_discount",69,"Male","Married",49188.9,35,"Y","Yes"
"CL_0651489",16,0,632,0,"Auto","No","Safedriving_discount",44,"Female","Married",57430.5,50,"N","No"
"CL_0581388",12,3624,5094,0,"CC","Yes","Standard",86,"Male","Married",31242.1,25,"N","Yes"
"CL_0728003",6,23880,8521,0,"CC","Yes","Standard",42,"Female","Married",4324.22,14,"N","Yes"
"CL_0540264",1,0,5597,0,"CC","Yes","Standard",82,"Female","Single",50290.7,50,"Y","No"
"CL_0795041",12,0,10980,0,"CC","Yes","Standard",85,"Female","Married",18909.5,15,"Y","No"
"CL_0006217",15,0,9936,0,"Auto","No","Standard",27,"Female","Married",50290.7,50,"N","No"
"CL_0921152",22,0,8740,0,"CC","No","Standard",30,"Male","Married",2031.61,14,"N","No"
"CL_0124142",21,0,3047,0,"CC","Yes","Standard",81,"Female","Married",20759.9,15,"N","No"
"CL_0864081",3,0,2476,0,"CC","No","Standard",57,"Female","Married",28128.4,25,"N","No"
"CL_0293349",12,0,3833,0,"CC","No","Standard",64,"Male","Married",6528.38,14,"Y","No"
"CL_0620665",25,0,8013,0,"CC","No","Standard",66,"Female","Married",7277.29,14,"Y","No"
"CL_0434689",21,0,2452,0,"CC","No","Standard",20,"Female","Single",68140.5,50,"N","No"
"CL_0245703",14,0,505,0,"CH","No","Standard",39,"Female","Single",50126.8,50,"N","No"
"CL_0326978",3,0,5804,0,"CC","No","Standard",57,"Female","Married",35075,35,"N","No"
"CL_0473917",16,0,10804,0,"CC","No","Standard",65,"Male","Single",18151.6,15,"N","No"
"CL_0006348",13,0,1881,0,"Auto","No","Standard",88,"Male","Single",68608,50,"N","No"
"CL_0797177",26,0,18874,1,"CC","No","Standard",32,"Male","Single",63041.1,50,"Y","No"
"CL_0921290",20,0,2147,0,"Auto","No","Standard",78,"Female","Married",84269,75,"N","No"
"CL_0063881",20,0,932,0,"CC","Yes","Safedriving_discount",21,"Male","Married",38705.5,35,"Y","No"
"CL_0180247",5,0,3090,3,"CH","Yes","Standard",83,"Male","Single",96112.1,75,"Y","Yes"
"CL_0124302",14,0,2516,0,"CC","No","Safedriving_discount",61,"Male","Single",54643.3,50,"Y","No"
"CL_0864527",4,768,1187,0,"CC","No","Standard",58,"Male","Married",16350.3,15,"Y","No"
"CL_0387826",19,0,6848,0,"CC","No","Standard",75,"Male","Single",36939.7,35,"Y","No"
"CL_0541361",12,0,19389,0,"Auto","No","Standard",85,"Female","Single",75639.8,75,"N","No"
"CL_0357704",26,0,2670,0,"CH","Yes","Standard",94,"Female","Single",44927,35,"N","No"
"CL_0696473",22,0,892,0,"CC","No","Safedriving_discount",35,"Female","Married",38997.7,35,"N","No"
"CL_0581568",22,0,1696,0,"CC","Yes","Standard",74,"Male","Single",94582.3,75,"N","No"
"CL_0006535",0,0,145,0,"CC","No","Standard",56,"Female","Married",11607.6,14,"N","No"
"CL_0728274",27,615,4890,0,"CH","Yes","Safedriving_discount",19,"Male","Single",24896.1,15,"N","No"
"CL_0922343",0,0,54,0,"CH","Yes","Standard",66,"Female","Married",42898.2,35,"Y","No"
"CL_0064314",6,0,1479,0,"CH","Yes","Standard",58,"Female","Married",4054.55,14,"Y","No"
"CL_0798050",3,0,16543,0,"CC","Yes","Safedriving_discount",48,"Female","Married",3793.73,14,"N","No"
"CL_0180274",25,0,3824,0,"CC","No","Standard",69,"Female","Married",64113.6,50,"Y","No"
"CL_0246140",6,0,3192,1,"CC","No","Safedriving_discount",47,"Male","Single",28891.2,25,"N","Yes"
"CL_0327405",25,0,549,0,"CC","No","Standard",96,"Female","Married",61550.6,50,"Y","No"
"CL_0865687",17,0,13444,0,"CH","No","Standard",82,"Female","Single",2271.11,14,"N","No"
"CL_0293490",16,0,5733,0,"CH","Yes","Safedriving_discount",80,"Female","Single",15060.6,15,"Y","No"
"CL_0436508",29,0,9253,0,"CH","No","Standard",62,"Female","Married",33361.3,25,"Y","No"
"CL_0621691",0,0,28,1,"CC","Yes","Safedriving_discount",85,"Female","Single",8372.23,14,"Y","No"
"CL_0006728",27,0,2046,2,"CH","No","Standard",32,"Female","Married",70722.3,50,"N","No"
"CL_0126049",5,0,3321,0,"Auto","No","Standard",21,"Male","Married",82056.6,75,"N","No"
"CL_0922488",29,0,1324,0,"CC","Yes","Standard",67,"Male","Married",98217.1,75,"N","No"
"CL_0473956",0,0,401,0,"Auto","Yes","Standard",27,"Male","Single",3353.28,14,"Y","No"
"CL_0066807",20,0,1825,0,"CH","No","Standard",48,"Male","Married",4581.11,14,"N","No"
"CL_0798404",22,0,1382,0,"CC","Yes","Standard",57,"Female","Single",41153.9,35,"N","No"
"CL_0358467",2,0,6735,0,"Auto","No","Standard",49,"Female","Single",41862.6,35,"N","No"
"CL_0651516",11,0,7560,0,"CC","Yes","Standard",67,"Female","Single",36415.3,35,"Y","No"
"CL_0126755",14,0,3828,0,"CH","Yes","Safedriving_discount",78,"Female","Single",54670.4,50,"Y","No"
"CL_0867048",9,0,849,0,"CH","No","Standard",43,"Female","Married",33935.8,25,"Y","No"
"CL_0006798",21,0,817,0,"CC","No","Standard",93,"Female","Single",38248.3,35,"N","No"
"CL_0181041",9,0,1030,0,"Auto","Yes","Standard",55,"Female","Single",30751.8,25,"N","No"
"CL_0541928",10,0,3307,1,"CC","Yes","Standard",45,"Female","Married",23695.6,15,"N","No"
"CL_0728496",17,0,1649,0,"CC","Yes","Standard",56,"Female","Single",4841.33,14,"Y","No"
"CL_0922494",0,0,389,2,"CC","Yes","Standard",45,"Male","Single",85627.9,75,"Y","No"
"CL_0696554",17,5772,1021,0,"Auto","Yes","Safedriving_discount",44,"Male","Single",36824.5,35,"N","Yes"
"CL_0246240",20,0,4330,1,"CC","Yes","Safedriving_discount",78,"Male","Single",29534.4,25,"N","Yes"
"CL_0181106",25,0,5100,0,"Auto","Yes","Standard",35,"Female","Married",32238.2,25,"N","No"
"CL_0006928",12,0,8979,0,"CC","No","Safedriving_discount",60,"Male","Married",47468.6,35,"N","No"
"CL_0867632",15,0,9900,0,"CC","No","Standard",35,"Female","Single",63782.6,50,"N","No"
"CL_0622076",16,150,4919,0,"CC","No","Standard",48,"Female","Single",98360.6,75,"Y","No"
"CL_0760772",0,0,439,0,"CH","Yes","Standard",90,"Female","Married",5257.65,14,"N","No"
"CL_0798760",17,0,2842,0,"CC","Yes","Standard",55,"Male","Married",67720.2,50,"Y","Yes"
"CL_0474169",0,0,72,0,"CH","Yes","Standard",67,"Male","Married",87765.2,75,"N","No"
"CL_0388418",12,0,1394,0,"CH","No","Safedriving_discount",54,"Female","Single",84754.4,75,"N","No"
"CL_0006949",9,0,12053,0,"CC","Yes","Standard",44,"Male","Single",21038.9,15,"N","No"
"CL_0359357",3,9903,7333,0,"Auto","No","Safedriving_discount",41,"Male","Single",48271.8,35,"N","No"
"CL_0581627",6,0,10301,0,"CC","No","Safedriving_discount",21,"Male","Married",27469.5,25,"Y","No"
"CL_0066819",4,0,5762,0,"CH","No","Standard",54,"Male","Married",37389.2,35,"N","Yes"
"CL_0868673",27,24222,668,0,"Auto","Yes","Standard",94,"Male","Married",17964,15,"N","No"
"CL_0922795",0,0,398,1,"CC","No","Safedriving_discount",88,"Female","Married",81710,75,"Y","No"
"CL_0181563",17,14262,9702,0,"CC","No","Standard",64,"Female","Married",43644.7,35,"Y","No"
"CL_0651529",24,0,3347,0,"CC","No","Standard",48,"Male","Married",24737.8,15,"N","No"
"CL_0293572",14,0,15561,0,"CC","No","Standard",80,"Male","Married",2279.44,14,"Y","No"
"CL_0729020",18,0,13376,0,"CC","Yes","Standard",20,"Male","Married",59758.4,50,"N","No"
"CL_0327732",15,5529,4951,0,"Auto","No","Standard",77,"Female","Single",81875.8,75,"N","No"
"CL_0007515",5,0,1636,0,"CC","No","Standard",83,"Male","Single",78854.9,75,"N","No"
"CL_0436888",24,0,1075,0,"Auto","No","Safedriving_discount",60,"Female","Single",49072,35,"N","No"
"CL_0182126",12,0,3836,0,"Auto","Yes","Safedriving_discount",49,"Female","Single",32358.1,25,"N","No"
"CL_0067125",12,0,7090,0,"CC","Yes","Standard",53,"Female","Single",76394,75,"N","No"
"CL_0868895",8,0,2377,1,"CC","Yes","Standard",68,"Female","Single",83556.7,75,"N","No"
"CL_0127024",0,0,394,0,"CC","No","Safedriving_discount",50,"Male","Single",64632.3,50,"N","No"
"CL_0247528",15,0,2657,0,"Auto","No","Standard",93,"Female","Single",28485.7,25,"N","No"
"CL_0761686",11,0,12245,0,"CC","No","Standard",48,"Male","Married",44596.4,35,"N","No"
"CL_0007851",29,0,5114,0,"CC","Yes","Standard",92,"Female","Single",79872.6,75,"N","No"
"CL_0542505",3,9903,7333,0,"Auto","No","Safedriving_discount",41,"Male","Single",48271.8,35,"N","No"
"CL_0474429",15,0,4166,0,"CC","No","Safedriving_discount",33,"Female","Married",28000.4,25,"Y","No"
"CL_0799005",23,0,4139,0,"CC","No","Safedriving_discount",60,"Female","Married",20953.2,15,"N","No"
"CL_0583834",8,0,2377,1,"CC","Yes","Standard",68,"Female","Single",83556.7,75,"N","No"
"CL_0869038",2,0,10973,0,"Auto","Yes","Standard",23,"Female","Married",43457.9,35,"N","No"
"CL_0922813",29,0,9705,0,"CC","Yes","Standard",25,"Female","Single",24141.5,15,"Y","No"
"CL_0388541",13,0,6802,0,"CC","Yes","Standard",84,"Female","Married",88164,75,"N","No"
"CL_0008031",8,0,25524,0,"CC","Yes","Standard",84,"Female","Married",50290.7,50,"N","No"
